,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
914,Tag Bag,Paint the town red… and white… and purple…,EPIC,tag-bag,null,null,0,0,Abstrackt,null,0,0.00,null,null,Aerosol Assassins Set,BACKBLING,RELEASED
915,Take 14,",,,and action!",UNCOMMON,take-14,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
916,Take the L,Savor th W.,RARE,take-the-l,null,null,3,31,null,null,0,0.00,null,null,null,DANCE,RELEASED
917,Taro,Protector of the wilds.,EPIC,taro,null,taro,0,0,null,null,1500,0.00,null,null,Storm Familiar Set,OUTFIT,RELEASED
918,Tasty,Express yourself on the battlefield.,UNCOMMON,tasty,null,null,5,78,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
919,Tat Axe,No Regrets.,RARE,tat-axe,null,null,0,0,null,null,800,0.00,null,null,Royale Hearts Set,HARVESTINGTOOL,RELEASED
920,Tattered,Express yourself on the battlefield.,UNCOMMON,tattered,null,null,5,67,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
921,Teamwork,Express yourself on the battlefield.,UNCOMMON,teamwork,null,null,4,22,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
922,Teknique,Spray up a storm,EPIC,teknique,teknique,null,4,23,null,null,0,0.00,null,null,Aerosol Assassins Set,OUTFIT,RELEASED
923,Teknique,Leave your mark.,UNCOMMON,teknique,null,null,4,86,null,null,0,0.00,null,null,null,SPRAY,RELEASED
924,Telemetry,Find your bearings.,EPIC,telemetry,null,null,0,0,Double Helix,Nintendo Switch Bundle,0,0.00,null,null,Double Helix Set,BACKBLING,RELEASED
925,Tender Defender,Protect your nuggets.,EPIC,tender-defender,null,tender-defender,0,0,null,null,1500,0.00,null,null,Fowl Play Set,OUTFIT,RELEASED
926,Tender Defender,Showcase art for the Fowl Play set.,UNCOMMON,tender-defender,tender-defender,null,7,40,null,null,0,0.00,null,null,Fowl Play Set,LOADINGSCREEN,RELEASED
927,Tenderizer,Leave a good first impression.,RARE,tenderizer,null,null,0,0,null,Twitch Prime,0,0.00,null,null,Advanced Forces Set,HARVESTINGTOOL,RELEASED
928,Tendril,Rooted in fierce competition.,RARE,tendril,null,null,0,0,null,null,800,0.00,null,null,Flytrap Set,HARVESTINGTOOL,RELEASED
929,Terminus,It's the end of the line.,EPIC,terminus,null,null,0,0,null,null,1200,0.00,null,null,Oblivion Set,GLIDER,RELEASED
930,That's a Wrap,Director's Notes: 'What a crazy shoot! Those meteors that crashed down sure gave us a lot of extra free production value! Glad we survived it!',UNCOMMON,thats-a-wrap,thats-a-wrap,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,Blockbuster Set,LOADINGSCREEN,RELEASED
931,The Ace,Stack the deck.,EPIC,the-ace,null,the-ace,0,0,null,Fortnite Starter Pack 3,0,4.99,null,null,Getaway Gang Set,OUTFIT,RELEASED
932,The Ice King,All hail the ruler of ice and sno,LEGENDARY,the-ice-king,null,null,7,100,null,null,0,0.00,null,The Ice King Style,Ice Kingdom Set,OUTFIT,RELEASED
933,The Reaper,Vengeance for hire.,LEGENDARY,the-reaper,the-reaper,null,3,100,null,null,0,0.00,null,null,Hired Gun Set,OUTFIT,RELEASED
934,The Robot,Execute dance sequence,EPIC,the-robot,null,null,3,95,null,null,0,0.00,null,null,null,DANCE,RELEASED
935,The Umbrella,The fabled victory umbrella.,COMMON,the-umbrella,null,null,0,0,null,null,0,0.00,Victory Any Season,null,null,GLIDER,RELEASED
936,The Visitor,From beyond the unknown to the center of Dusty Divot.,UNCOMMON,the-visitor,the-visitor,null,0,0,null,null,0,0.00,Blockbuster Challenges,null,Blockbuster Set,LOADINGSCREEN,RELEASED
937,The Visitor,Intentions unknown.,LEGENDARY,the-visitor,the-visitor,null,0,0,null,null,0,0.00,Blockbuster Challenges,The Visitor Style,null,OUTFIT,RELEASED
938,The Worm,Express yourself on the battlefield.,RARE,the-worm,null,null,2,28,null,null,0,0.00,null,null,null,DANCE,RELEASED
939,Thief,Express yourself on the battlefield.,UNCOMMON,thief,null,null,3,8,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
940,Three Llamas,Leave your mark.,UNCOMMON,three-llamas,null,null,4,62,null,null,0,0.00,null,null,null,SPRAY,RELEASED
941,Throttle,Rev it up!,RARE,throttle,null,null,0,0,null,null,800,0.00,null,null,Biker Brigade Set,HARVESTINGTOOL,RELEASED
942,Thumbs Down,Nah.,UNCOMMON,thumbs-down,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
943,Thumbs Down,Express yourself on the battlefield.,UNCOMMON,thumbs-down,null,null,3,48,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
944,Thumbs Up,Aye!,UNCOMMON,thumbs-up,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
945,Thumbs Up,Express yourself on the battlefield.,UNCOMMON,thumbs-up,null,null,3,46,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
946,Tidy,Keep it tidy.,RARE,tidy,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
947,Time Out,Stop the clock.,UNCOMMON,time-out,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
948,Tomato,Splat!,RARE,tomato,null,null,6,28,null,null,0,0.00,null,null,null,TOY,RELEASED
949,Tomato Temple,Showcase art for Tomato Temple,UNCOMMON,tomato-temple,tomato-temple,null,6,60,null,null,0,0.00,null,null,Pizza Pit Set,LOADINGSCREEN,RELEASED
950,TomatoHead,Extra saucey.,EPIC,tomatohead,tomatohead,tomatohead,0,0,null,null,1500,0.00,Tomatohead Challenges,Tomatohead Style,Pizza Pit Set,OUTFIT,RELEASED
951,TomatoHead,Showcase art,UNCOMMON,tomatohead,tomatohead,null,5,93,null,null,0,0.00,null,null,Pizza Pit Set,LOADINGSCREEN,RELEASED
952,Tome Pouch,Long forgotten lore.,EPIC,tome-pouch,null,null,0,0,Elmira,null,0,0.00,null,null,Arcane Arts Set,BACKBLING,RELEASED
953,Tooth Pick,Don't forget to floss.,RARE,tooth-pick,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
954,Touchdown,Go for the extra point.,UNCOMMON,touchdown,null,null,0,0,null,null,500,0.00,null,null,Fourth Down,GLIDER,RELEASED
955,Tower Recon Specialist,Master of the mean streets.,UNCOMMON,tower-recon-specialist,tower-recon-specialist,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
956,Toxic Trooper,Dominate the hot zone.,EPIC,toxic-trooper,toxic-trooper,toxic-trooper,0,0,null,null,1500,0.00,null,null,Outbreak Set,OUTFIT,RELEASED
957,TP,Freefall in style.,RARE,tp,null,null,5,84,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
958,TP,Express yourself on the battlefield,UNCOMMON,tp,null,null,6,58,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
959,Track Record,We learned that you can go really fast if you boost out of the corners. You may lose a passenger or two though.,UNCOMMON,track-record,track-record,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
960,Tracker,Uncommon tracker outfit.,UNCOMMON,tracker,tracker,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
961,Trail Tote,Hit the slopes!,UNCOMMON,trail-tote,null,null,7,22,null,null,0,0.00,null,null,Powder Patrol Set,BACKBLING,RELEASED
962,Trailblazer,On the forefront of victory,EPIC,trailblazer,trailblazer,trailblazer,0,0,null,Twitch Prime,0,0.00,null,null,Advanced Forces Set,OUTFIT,RELEASED
963,Trap,Express yourself on the battlefield.,UNCOMMON,trap,null,null,5,58,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
964,Trap Warning,Leave your mark.,UNCOMMON,trap-warning,null,null,4,70,null,null,0,0.00,null,null,null,SPRAY,RELEASED
965,Tree Splitter,Make like a tree and split.,UNCOMMON,tree-splitter,null,null,0,0,null,null,500,0.00,null,null,Hacivat Set,HARVESTINGTOOL,RELEASED
966,Triage Trooper,No one is beyond saving.,EPIC,triage-trooper,null,triage-trooper,0,0,null,null,1500,0.00,null,null,Support Squadron,OUTFIT,RELEASED
967,Tricera Ops,Sink your teeth into victory.,LEGENDARY,tricera-ops,tricera-ops,tricera-ops,0,0,null,null,2000,0.00,null,null,Dino Guard Set,OUTFIT,RELEASED
968,Triple Threat,It's all about the fundamentals,RARE,triple-threat,triple-threat,triple-threat,0,0,null,null,1200,0.00,null,null,Half Court Set,OUTFIT,RELEASED
969,Triumph,Harness the winds of victory.,UNCOMMON,triumph,null,null,0,0,null,null,500,0.00,null,null,Venture Set,GLIDER,RELEASED
970,Trog,Trog fight good!,EPIC,trog,null,null,7,71,null,null,0,0.00,null,Trog Style,Mountain Myths Set,OUTFIT,RELEASED
971,Trog Drawings,Leave your mark.,UNCOMMON,trog-drawings,null,null,7,72,null,null,0,0.00,null,null,Mountain Myths Set,SPRAY,RELEASED
972,Trooper,Uncommon trooper outfit.,UNCOMMON,trooper,trooper,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
973,True Heart,<3,EPIC,true-heart,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
974,True Love,Get Romantic,UNCOMMON,true-love,null,null,0,0,null,null,200,0.00,null,null,Royale Hearts Set,DANCE,RELEASED
975,True North,Find your way.,EPIC,true-north,null,null,0,0,null,Twitch Prime,0,0.00,null,null,Advanced Forces Set,BACKBLING,RELEASED
976,Trusty No. 2,Ready to pass the test.,EPIC,trusty-no-2,null,null,3,79,null,null,0,0.00,null,null,Hired Gun Set,HARVESTINGTOOL,RELEASED
977,Trusty Tusks,Tufted and tusked.,EPIC,trusty-tusks,null,null,0,0,Taro,null,0,0.00,null,null,Storm Familiar Set,BACKBLING,RELEASED
978,Tunnel,Leave your mark.,UNCOMMON,tunnel,null,null,4,94,null,null,0,0.00,null,null,null,SPRAY,RELEASED
979,Turbine,Self-piloted propulsion,RARE,turbine,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
980,Twist,It's all in the hips.,RARE,twist,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
981,Twist,Press play for a soundtrack with twist,RARE,twist,null,null,7,92,null,null,0,0.00,null,null,null,MUSIC,RELEASED
982,Ultra Red,Show your style.,RARE,ultra-red,null,null,7,26,null,null,0,0.00,null,null,null,WRAP,RELEASED
983,Ultramarine,Freefall in style.,RARE,ultramarine,null,null,3,36,null,null,0,0.00,null,null,null,CONTRAIL,RELEASED
984,Uplink,Always engaged,EPIC,uplink,null,null,5,14,null,null,0,0.00,null,null,null,BACKBLING,RELEASED
985,Upright Axe," It's up, and it's good!",RARE,upright-axe,null,null,0,0,null,null,800,0.00,null,null,Fourth Down Set,HARVESTINGTOOL,RELEASED
986,Valkyrie,A chilling revelation.,LEGENDARY,valkyrie,null,valkyrie,0,0,null,null,2000,0.00,null,null,Harbinger Set,OUTFIT,RELEASED
987,Valkyrie,Showcase art for Valkyrie,UNCOMMON,valkyrie,valkyrie,null,6,34,null,null,0,0.00,null,null,Harbinger Set,LOADINGSCREEN,RELEASED
988,Valkyrie Wings,Winter wings prevail.,LEGENDARY,valkyrie-wings,null,null,0,0,Valkyrie,null,0,0.00,null,null,Harbinger Set,BACKBLING,RELEASED
989,Valor,A beaon for hope.,LEGENDARY,valor,valor,null,4,71,null,null,0,0.00,null,null,Valiant Set,OUTFIT,RELEASED
990,Ventura,Destined for greatness,EPIC,ventura,ventura,ventura,0,0,null,null,1500,0.00,null,null,Venture Set,OUTFIT,RELEASED
991,Ventura Cape,Take initiative.,EPIC,ventura-cape,null,null,0,0,Ventura,null,0,0.00,null,null,Venture Set,BACKBLING,RELEASED
992,Venturion,Aventure awaits!,EPIC,venturion,venturion,venturion,0,0,null,null,1500,0.00,null,null,Venture Set,OUTFIT,RELEASED
993,Venturion Cape,Take action.,EPIC,venturion-cape,null,null,0,0,Venturion,null,0,0.00,null,null,Venture Set,BACKBLING,RELEASED
994,Venus Flyer,Pretty fly.,EPIC,venus-flyer,null,null,0,0,null,null,1200,0.00,null,null,Flytrap Set,GLIDER,RELEASED
995,Vertex,From beyond the point of no return.,LEGENDARY,vertex,vertex,vertex,0,0,null,null,2000,0.00,null,null,Apex Protocol Set,OUTFIT,RELEASED
996,Viceroy Mark I,Ain't she a beaut?,EPIC,viceroy-mark-l,null,null,0,0,null,null,1200,0.00,null,null,Hardboiled Set,GLIDER,RELEASED
997,Victory Lap,Take is the,UNCOMMON,victory-lap,null,null,0,0,null,null,500,0.00,null,null,Racer Royale Set,HARVESTINGTOOL,RELEASED
998,Victory Royale,Express yourself on the battlefield.,UNCOMMON,victory-royale,null,null,0,0,null,null,0,0.00,Victory Season 4,null,null,EMOTICON,RELEASED
999,Vintage,Lovingly broken in.,UNCOMMON,vintage,null,null,0,0,null,null,800,0.00,null,null,null,BACKBLING,RELEASED
1000,Virulent Flames,Fortnitemares Challenge Part 1,RARE,virulent-flames,null,null,0,0,null,null,0,0.00,Fortnitemares Challenges Part 3,null,Western Wilds Set,CONTRAIL,RELEASED
1001,Vivacious,Never stop dancing.,EPIC,vivacious,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1002,Voyager,Bravely float into the fray aboard the Voyager Glider.,RARE,voyager,null,null,0,0,null,null,800,0.00,null,null,Space Explorers Set,GLIDER,RELEASED
1003,Vuvuzela,Festively loud.,RARE,vuvuzela,null,null,0,0,null,null,800,0.00,null,null,Goalbound Set,HARVESTINGTOOL,RELEASED
1004,Wall Crawler,Leave your mark.,UNCOMMON,wall-crawler,null,null,6,48,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1005,Warpaint,Dress for the job you want.,LEGENDARY,warpaint,null,null,0,0,null,Save The World Founder's Pack,0,0.00,null,null,null,OUTFIT,RELEASED
1006,Warthog,Hit the ground running with the battle tested Warthog Glider.,UNCOMMON,warthog,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
1007,Wasp,Float like a glider. Sting like a wasp.,UNCOMMON,wasp,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
1008,Waterworks,Show 'em your battle cry.,UNCOMMON,waterworks,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1009,Wave,Express yourself on the battlefield.,UNCOMMON,wave,null,null,2,5,null,null,0,0.00,null,null,null,DANCE,RELEASED
1010,Waveform,Expertly equalized,Epic,waveform,null,null,6,38,null,null,0,0.00,null,null,Twin Turntables Set,BACKBLING,RELEASED
1011,Waypoint,Make your move.,RARE,waypoint,null,waypoint,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
1012,Web breaker,Clear out the cobwebs.,RARE,web-breaker,null,null,0,0,null,null,800,0.00,null,null,Arachnid Set,HARVESTINGTOOL,RELEASED
1013,Webrella,Spun from Victory Royale in Season 6,COMMON,webrella,null,null,0,0,null,null,0,0.00,Victory Season 6,null,null,GLIDER,RELEASED
1014,Wet Paint,Represent your Season 4 Victory Royale in style!,COMMON,wet-paint,null,null,0,0,null,null,0,0.00,Victory Season 4,null,null,GLIDER,RELEASED
1015,Whiplash,Brake for no one.,UNCOMMON,whiplash,whiplash,whiplash,0,0,null,null,800,0.00,null,null,Racer Royale Set,OUTFIT,RELEASED
1016,White Squall,Create a whirlwind.,EPIC,white-squall,null,null,0,0,null,null,1200,0.00,null,null,Vanishing Point Set,GLIDER,RELEASED
1017,Whiteout,Break away from the pack.,EPIC,whiteout,whiteout,whiteout,0,0,null,null,1500,0.00,null,null,Vanishing Point Set,OUTFIT,RELEASED
1018,Wiggle,Never stop wigglin',RARE,wiggle,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1019,Wild Card,"Pick a card, any card.",LEGENDARY,wild-card,null,wild-card,0,0,null,null,2000,0.00,null,Wild Card Style,Getaway Gang Set,OUTFIT,RELEASED
1020,Windbreaker,Break the wind.,UNCOMMON,windbreaker,null,null,0,0,null,null,500,0.00,null,null,Spandex Squad Set,GLIDER,RELEASED
1021,Window,Leave your mark.,UNCOMMON,window,null,null,4,66,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1022,Wingman,Flying under the radar.,EPIC,wingman,null,wingman,0,0,null,Fortnite Starter Pack 2,0,4.99,null,null,Wingman Starter Pack,OUTFIT,RELEASED
1023,Wings of Valor,Spread your wings.,EPIC,wings-of-valor,null,null,4,39,null,null,0,0.00,null,null,Valiant Set,GLIDER,RELEASED
1024,Wingtip,Flying on the edge,RARE,wingtip,null,null,0,0,null,null,1200,0.00,null,null,Aviation Age Set,OUTFIT,RELEASED
1025,Wolfpack,Packing extra bite,LEGENDARY,wolfpack,null,null,0,0,null,null,0,0.00,Dire Challenges,null,Full Moon Set,BACKBLING,RELEASED
1026,Woofs,Already house-broken.,EPIC,woofs,null,null,0,0,Growler,null,0,0.00,null,null,Animal Jackets,BACKBLING,RELEASED
1027,Work It Out,Break a sweat.,RARE,work-it-out,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1028,WOW,Express yourself on the battlefield.,UNCOMMON,wow,null,null,3,5,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
1029,Wreck Raider,Wrecks to riches.,EPIC,wreck-raider,wreck-raider,wreck-raider,0,0,null,null,1500,0.00,null,null,Divemasters Set,OUTFIT,RELEASED
1030,Wukong,Long live the king.,LEGENDARY,wukong,wukong,wukong,0,0,null,null,2000,0.00,null,null,Wukong Set,OUTFIT,RELEASED
1031,X Mark,Leave your mark.,UNCOMMON,x-mark,null,null,4,3,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1032,X-4 Stormwing,Concept art for the X-4 Stormwing,UNCOMMON,x-4-stormwing,x-4-stormwing,null,7,4,null,null,0,0.00,null,null,null,LOADINGSCREEN,RELEASED
1033,You Shouldn't Have,For the combatant who has everything.,UNCOMMON,you-shouldnt-have,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1034,You're Awesome,Seriously. We all think so.,RARE,youre-awesome,null,null,5,31,null,null,0,0.00,null,null,null,DANCE,RELEASED
1035,Yuletide Ranger,Up on the rooftop…,UNCOMMON,yuletide-ranger,yuletide-ranger,yuletide-ranger,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1036,Yummy,Leave your mark.,UNCOMMON,yummy,null,null,5,94,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1037,Frozen Iron Cage,There is no escape from the cold.,LEGENDARY,frozen-iron-cage,null,null,0,0,Frozen Raven,null,0,0.00,null,null,Frozen Legends Set,BACKBLING,RELEASED
1038,Zany,"Go ahead, get weird with it.",RARE,zany,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1039,Zenith,Peak performance at any elevation.,LEGENDARY,zenith,null,null,7,1,null,null,0,0.00,null,Zenith Style,Zenith Set,OUTFIT,RELEASED
1040,Zephyr,Glide with style.,RARE,zephyr,null,null,0,0,null,null,800,0.00,null,null,null,GLIDER,RELEASED
1041,Zoey,Concept art,UNCOMMON,zoey,zoey,null,4,47,null,null,0,0.00,null,null,Sweet Tooth Set,LOADINGSCREEN,RELEASED
1042,Zoey,Candy-coated chaos.,EPIC,zoey,zoey,null,4,47,null,null,0,0.00,null,null,Sweet Tooth Set,OUTFIT,RELEASED
1043,ZZZ,Express yourself on the battlefield.,UNCOMMON,zzz,null,null,4,18,null,null,0,0.00,null,null,null,EMOTICON,RELEASED
1044,Ice Sceptre,The frozen work is at your command.,EPIC,ice-sceptre,null,null,0,0,null,null,0,0.00,Ice King Challenges,Ice Sceptre Style,Ice Kingdom Set,HARVESTINGTOOL,RELEASED
1045,Scorcher,Bring the heat,EPIC,scorcher,null,null,0,0,null,null,0,0.00,Zenith Challenges,null,Zenith Set,HARVESTINGTOOL,RELEASED
1046,Night Slicer,Slice twice,RARE,night-slicer,null,null,0,0,null,null,800,0.00,null,null,Pizza Pit Set,HARVESTINGTOOL,RELEASED
1047,Scratchmark,Sharpen your claws,EPIC,scratchmark,null,null,0,0,null,null,0,0.00,Lynx Challenges,Scratchmark Style,Lynx Set,HARVESTINGTOOL,RELEASED
1048,Point it out,You've been warned,RARE,point-it-out,null,null,0,0,null,null,0,0.00,Zenith Challenges,null,Ice Kingdom Set,DANCE,RELEASED
1049,Snowfall,The forecast calls for Victory Royale in Season 7.,COMMON,snowfall,null,null,0,0,null,null,0,0.00,Victory Season 7,null,null,GLIDER,RELEASED
1050,Cold Front,Cool to the touch,UNCOMMON,cold-front,null,null,0,0,null,Deep Freeze Bundle,0,29.99,null,null,Frostbite Set,GLIDER,RELEASED
1051,Chill Axe,Keep it chill.,RARE,chill-axe,null,null,0,0,null,Deep Freeze Bundle,0,29.99,null,null,Frostbite Set,HARVESTINGTOOL,RELEASED
1052,Frozen Love Ranger,Aim for the coldhearted.,LEGENDARY,frozen-love-ranger,null,null,0,0,null,null,0,24.99,null,null,Frozen Legends Set,OUTFIT,RELEASED
1053,Slushy Solider,Make every day a snow day,EPIC,slushy-soldier,null,slushy-soldier,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
1054,Slushy Jr.,Prone to meltdowns.,EPIC,slushy-jr,null,null,0,0,Slushy Solider,null,0,0.00,null,null,null,BACKBLING,RELEASED
1055,Frozen Love Wings,Freeze love in it's tracks.,LEGENDARY,frozen-love-wings,null,null,0,0,Frozen Love Ranger,null,0,0.00,null,null,Frozen Legends Set,BACKBLING,RELEASED
1056,Frozen Raven,Brooding master of frozen feathers.,LEGENDARY,frozen-raven,null,null,0,0,null,null,0,24.99,null,null,Frozen Legends Set,OUTFIT,RELEASED
1057,Frozen Red Knight,Frozen menace of icy tundra.,LEGENDARY,frozen-red-knight,null,null,0,0,null,null,0,24.99,null,null,Frozen Legends Set,OUTFIT,RELEASED
1058,Frozen Red Shield,The Red Knight's legendary frozen shield.,LEGENDARY,frozen-red-shield,null,null,0,0,Frozen Red Knight,null,0,0.00,null,null,Frozen Legends Set,BACKBLING,RELEASED
1059,Cloaked Shadow,Cast an ominous shadow.,EPIC,cloaked-shadow,null,cloaked-shadow,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
1060,Merry Munchkin,,EPIC,merry-munchkin,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,PET,RELEASED
1061,Shadow Wings,Soar in the shadows.,EPIC,shadow-wings,null,null,0,0,Cloaked Shadow,null,0,0.00,null,null,null,BACKBLING,RELEASED
1062,Brat Catcher,Be on your best behaviour.,RARE,brat-catcher,null,null,0,0,null,null,800,0.00,null,null,Krampus Set,HARVESTINGTOOL,RELEASED
1063,Cold Snap,Frosted and flowery.,RARE,cold-snap,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1064,Disco,Show your style.,RARE,disco,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,WRAP,RELEASED
1065,Equalizer,Soar through the soundscape.,RARE,equalizer,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,GLIDER,RELEASED
1066,Flurry,Swing flurriously.,RARE,flurry,null,null,0,0,null,null,800,0.00,null,null,Winter Wonderland Set,HARVESTINGTOOL,RELEASED
1067,Frozen Axe,"Once crimson, now coated in permafrost.",RARE,frozen-axe,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,HARVESTINGTOOL,RELEASED
1068,Maven,Victory is the common denominator.,RARE,maven,null,maven,0,0,null,null,1200,0.00,null,null,Calculator Crew Set,OUTFIT,RELEASED
1069,Paper Plane,Finely folded flyer.,RARE,paper-plane,null,null,0,0,null,null,800,0.00,null,null,Calculator Crew Set,GLIDER,RELEASED
1070,Prodigy,Never afraid to divide by zero.,RARE,prodigy,null,null,0,0,null,Playstation Plus ,0,0.00,null,null,null,OUTFIT,RELEASED
1071,Tabulator,Get those digits.,RARE,tabulator,null,null,0,0,Prodigy,Playstation Plus ,0,0.00,null,null,null,BACKBLING,RELEASED
1072,Snow Globe,Shake vigorously.,RARE,snow-globe,null,null,0,0,null,null,0,0.00,null,null,Nutcracker Set,HARVESTINGTOOL,RELEASED
1073,Techie,Boot up.,RARE,techie,null,null,0,0,Maven,null,0,0.00,null,null,Calculator Crew Set,BACKBLING,RELEASED
1074,Uni-horn,Take the competition by the horn.,RARE,uni-horn,null,null,0,0,null,null,0,0.00,null,null,null,HARVESTINGTOOL,UNRELEASED
1075,Virtue,Swing forever true.,RARE,virtue,null,null,0,0,null,null,800,0.00,null,null,Eternal Struggle Set,HARVESTINGTOOL,RELEASED
1076,Vision,Unending gaze.,RARE,vision,null,null,0,0,null,null,800,0.00,null,null,Ouroboros Set,HARVESTINGTOOL,RELEASED
1077,Bootstraps,Weaponized boot on a stick.,UNCOMMON,bootstraps,null,null,0,0,null,null,500,0.00,null,null,Fish Food Set,HARVESTINGTOOL,RELEASED
1078,Candy Cane,Show your style.,UNCOMMON,candy-cane,null,null,0,0,null,null,300,0.00,null,null,null,WRAP,RELEASED
1079,Combat Wreath,Tidings of combat and joy.,UNCOMMON,combat-wreath,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,BACKBLING,RELEASED
1080,Cookie Cutter,Sweet vengeance.,UNCOMMON,cookie-cutter,null,null,0,0,null,null,500,0.00,null,null,Gingerbread Set,HARVESTINGTOOL,RELEASED
1081,Gingersled,That's one sweet ride.,UNCOMMON,gingersled,null,null,0,0,null,null,500,0.00,null,null,Gingerbread Set,GLIDER,RELEASED
1082,Inverted Blade,Sharp from any directions.,UNCOMMON,inverted-blade,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1083,T-Square,"Measure twice, chop once.",UNCOMMON,t-square,null,null,0,0,null,null,500,0.00,null,null,Calculator Crew Set,HARVESTINGTOOL,RELEASED
1084,Tinseltoes,Keep the competition on their toes.,UNCOMMON,tinseltoes,null,tinseltoes,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1085,Birdshot,Flock together.,LEGENDARY,birdshot,null,null,0,0,Crackshot,null,0,0.00,null,null,Nutcracker Set,BACKBLING,RELEASED
1086,Unwrapped,What did you get me?,UNCOMMON,unwrapped,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1087,Mind Blown,Rethink everything you know.,UNCOMMON,mind-blown,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1088,Take The Elf,Break out the mistletoe.,UNCOMMON,take-the-elf,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,DANCE,RELEASED
1089,Shaolin Sit-up,Mind over body.,UNCOMMON,shaolin-sit-up,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1090,Lazy Shuffle,Keep it lazy.,RARE,lazy-shuffle,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1091,Clean Groove,Dust off your best moves.,RARE,clean-groove,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1092,Crackdown,Go nuts.,EPIC,crackdown,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1093,Cheer Up,Be aggressive. B-E aggressive.,EPIC,cheer-up,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1094,Gindy Gunner,Extra sweet.,EPIC,giddy-gunner,null,null,0,0,Ginger Gunner,null,0,0.00,null,null,Gingerbread Set,BACKBLING,RELEASED
1095,Mini Marauder,Extra salty.,EPIC,mini-marauder,null,null,0,0,Marry Marauder,null,0,0.00,null,null,Gingerbread Set,BACKBLING,RELEASED
1096,Signal Hub,Uplink secured.,RARE,signal-hub,null,null,0,0,Waypoint,null,0,0.00,null,null,null,BACKBLING,RELEASED
